x,y
0.312281,0.344814
0.52881,0.489418
0.751264,0.683405
0.967581,0.826123
1.18303,0.977153
1.40596,1.13017
1.62853,1.27641
1.82469,1.3811
2.031,1.50279
2.26356,1.64072
2.49671,1.76438
2.69361,1.86398
2.92075,1.96966
3.13503,2.06013
3.35415,2.149
3.56237,2.23248
3.78764,2.30344
3.98855,2.36493
